,Unnamed: 0,billing_entity,model,one_month,set_no,test_actual,test_mape,test_predicted,third_month,train_mape,two_month,val_mape
1680,1680.0,Lodi Memorial Community Clinics,PROPHET,34.88,1.0,[ 948001.94  994373.33 1174366.67],23.06,"[1278709.4102776838, 1303844.4587953514, 1137082.6035455898]",3.17,8.06,31.12,8.82
1681,1681.0,Lodi Memorial Community Clinics,PROPHET,14.21,2.0,[ 994373.33 1174366.67 1261997.54],13.53,"[1135652.4241047907, 1065920.1336224698, 1045643.8083451025]",17.14,6.78,9.23,11.59
1682,1682.0,Lodi Memorial Community Clinics,PROPHET,5.7,3.0,[1174366.67 1261997.54 1533847.1 ],18.02,"[1107434.793307306, 1027338.2004272979, 1077329.1556421688]",29.76,5.73,18.59,11.17
1683,1683.0,Lodi Memorial Community Clinics,PROPHET,14.01,4.0,[1261997.54 1533847.1  1505629.79],20.63,"[1085138.7668297812, 1142173.9552240414, 1169146.8244234368]",22.35,4.03,25.54,26.11
1684,1684.0,Lodi Memorial Community Clinics,PROPHET,24.63,5.0,[1533847.1  1505629.79 1327294.24],17.95,"[1156082.629440816, 1194134.0315464498, 1214112.2279885914]",8.53,5.75,20.69,13.64
1685,1685.0,Lodi Memorial Community Clinics,PROPHET,17.16,6.0,[1505629.79 1327294.24 1462194.67],10.36,"[1247204.9718225293, 1279232.4922581867, 1311469.6269671977]",10.31,6.91,3.62,15.41
1686,1686.0,Lodi Memorial Community Clinics,PROPHET,0.52,7.0,[1327294.24 1462194.67 1515158.85],9.8,"[1320397.5073583636, 1329261.228148106, 1215273.6209089863]",19.79,7.29,9.09,19.4
1687,1687.0,Lodi Memorial Hospital,SARIMA,13.88,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],7.98,"[137980300.82740122, 128672747.38601093, 134199370.54119463]",8.26,4.0,1.82,4.34
1688,1688.0,Lodi Memorial Hospital,SARIMA,8.17,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],3.92,"[116046052.31433347, 120161982.55936491, 115451324.94864674]",0.53,3.83,3.07,4.91
1689,1689.0,Lodi Memorial Hospital,SARIMA,2.04,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],1.71,"[126487822.872776, 117558003.22295472, 122160960.782687]",1.81,3.2,1.29,4.81
1690,1690.0,Lodi Memorial Hospital,SARIMA,3.23,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],5.4,"[112310245.84707706, 116959471.21195123, 106179729.95717101]",10.44,3.51,2.52,4.74
1691,1691.0,Lodi Memorial Hospital,SARIMA,2.06,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],3.64,"[122460912.05395396, 114770752.7075313, 113862196.32244039]",5.67,3.57,3.19,4.67
1692,1692.0,Lodi Memorial Hospital,SARIMA,5.24,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],8.49,"[112345081.74805017, 111895004.63312611, 126883870.52322452]",12.95,3.42,7.3,4.04
1693,1693.0,Lodi Memorial Hospital,SARIMA,2.78,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],4.57,"[117349522.56082824, 137530061.72553077, 122010908.91556041]",5.28,3.01,5.64,1.5
1694,1694.0,Lodi Memorial Hospital,SARIMAX,3.27,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],4.33,"[125128037.56240153, 116029187.8349237, 122079224.04460764]",1.52,2.72,8.19,11.18
1695,1695.0,Lodi Memorial Hospital,SARIMAX,9.48,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],4.56,"[114399364.25400543, 119906071.29511324, 114989425.28016146]",0.92,3.64,3.27,3.87
1696,1696.0,Lodi Memorial Hospital,SARIMAX,3.48,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],6.55,"[128281836.57724018, 126203086.78719151, 128891626.04785518]",7.42,3.95,8.74,4.06
1697,1697.0,Lodi Memorial Hospital,SARIMAX,6.26,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],7.43,"[123321670.02033266, 125317018.40812807, 104812479.15107946]",11.59,4.24,4.44,3.82
1698,1698.0,Lodi Memorial Hospital,SARIMAX,0.01,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],5.09,"[119973911.35911211, 105026020.15069792, 116048037.00465818]",3.86,3.22,11.41,4.09
1699,1699.0,Lodi Memorial Hospital,SARIMAX,7.54,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],5.74,"[109611376.0343807, 119468341.98876233, 133122498.1488125]",8.67,3.64,1.03,2.17
1700,1700.0,Lodi Memorial Hospital,SARIMAX,1.8,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],6.6,"[118530187.85432735, 132843960.35712889, 117042073.57724574]",9.14,2.39,8.86,2.99
1701,1701.0,Lodi Memorial Hospital,TBATS,0.83,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],1.91,"[122171738.40592782, 122114607.3538508, 122061442.1134278]",1.53,7.23,3.37,11.33
1702,1702.0,Lodi Memorial Hospital,TBATS,2.76,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],3.07,"[122891803.86306988, 122480837.34620355, 122147656.74029118]",5.24,5.9,1.2,5.45
1703,1703.0,Lodi Memorial Hospital,TBATS,0.6,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],3.69,"[124707750.71743481, 124334759.631566, 123997630.69429223]",3.34,6.22,7.13,2.17
1704,1704.0,Lodi Memorial Hospital,TBATS,7.44,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],5.53,"[124697008.89835338, 124715125.61006452, 124729619.02712102]",5.21,5.71,3.94,1.66
1705,1705.0,Lodi Memorial Hospital,TBATS,0.36,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],0.75,"[120411634.15202332, 120302514.37125778, 120208598.73454869]",0.41,5.66,1.48,3.0
1706,1706.0,Lodi Memorial Hospital,TBATS,0.71,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],6.76,"[119392041.12283254, 119200525.53458257, 119047065.0744586]",18.32,5.01,1.25,2.34
1707,1707.0,Lodi Memorial Hospital,TBATS,0.96,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],8.57,"[119548729.95762928, 119754816.08828218, 119919896.16713]",6.9,5.06,17.84,4.17
1708,1708.0,Lodi Memorial Hospital,VARMAX,10.8,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],7.85,"[134249435.7453135, 114095233.92119412, 120192054.61888881]",3.04,5.91,9.72,10.38
1709,1709.0,Lodi Memorial Hospital,VARMAX,12.15,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],9.73,"[111020883.33337311, 103420159.111553, 115521445.93556781]",0.46,3.79,16.57,5.49
1710,1710.0,Lodi Memorial Hospital,VARMAX,9.64,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],6.06,"[112015010.74245709, 123521115.64612226, 117461579.85287817]",2.1,3.75,6.43,5.74
1711,1711.0,Lodi Memorial Hospital,VARMAX,14.43,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],6.15,"[132805781.00807427, 122769109.96673906, 116544267.68616211]",1.69,3.68,2.32,8.58
1712,1712.0,Lodi Memorial Hospital,VARMAX,1.87,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],3.68,"[117742412.70223717, 110683229.6915042, 117632687.07486786]",2.55,4.34,6.64,6.5
1713,1713.0,Lodi Memorial Hospital,VARMAX,1.16,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],4.75,"[119920839.00190239, 121468313.57662356, 127577179.91789089]",12.47,3.52,0.63,6.86
1714,1714.0,Lodi Memorial Hospital,VARMAX,0.17,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],4.84,"[120502170.79626124, 128242470.67514373, 125811317.16879462]",2.33,3.76,12.01,2.31
1715,1715.0,Lodi Memorial Hospital,VARMA,7.68,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],5.08,"[130464667.43327095, 128628728.12923197, 116807899.45636918]",5.77,6.34,1.78,9.74
1716,1716.0,Lodi Memorial Hospital,VARMA,5.27,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],5.62,"[119714653.44105752, 110920002.5189135, 117291014.96211654]",1.06,4.87,10.52,5.1
1717,1717.0,Lodi Memorial Hospital,VARMA,7.06,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],5.08,"[115216294.84030639, 120836503.08235683, 115089128.77735002]",4.08,4.67,4.11,6.37
1718,1718.0,Lodi Memorial Hospital,VARMA,2.39,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],3.99,"[118834579.83833109, 115285559.15603054, 111829615.69887984]",5.67,4.35,3.92,5.94
1719,1719.0,Lodi Memorial Hospital,VARMA,1.97,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],1.25,"[117620133.54838626, 117639982.93177204, 119493350.05636884]",1.01,4.89,0.77,3.81
1720,1720.0,Lodi Memorial Hospital,VARMA,2.08,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],8.16,"[116088136.26588005, 117541027.27657682, 116926384.21551271]",19.78,4.27,2.62,3.66
1721,1721.0,Lodi Memorial Hospital,VARMA,0.11,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],7.95,"[120573123.14142793, 119380240.4689365, 121532346.52003632]",5.65,4.1,18.09,4.85
1722,1722.0,Lodi Memorial Hospital,Holt Winter's,9.07,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],6.57,"[132159256.94083476, 130400443.28949802, 133210712.10027714]",7.46,4.52,3.19,10.4
1723,1723.0,Lodi Memorial Hospital,Holt Winter's,8.97,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],4.6,"[115032566.52258322, 121579225.0858485, 119433636.14796631]",2.91,3.55,1.92,5.27
1724,1724.0,Lodi Memorial Hospital,Holt Winter's,5.59,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],9.21,"[130898257.28331673, 128091843.09535956, 133995943.8052311]",11.68,3.66,10.37,15.89
1725,1725.0,Lodi Memorial Hospital,Holt Winter's,6.49,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],7.58,"[123597998.60920759, 130641410.3756377, 127290221.7427853]",7.37,3.83,8.88,4.67
1726,1726.0,Lodi Memorial Hospital,Holt Winter's,3.66,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],2.91,"[124374206.64426036, 121245781.88762076, 124076675.899977]",2.79,3.79,2.27,4.59
1727,1727.0,Lodi Memorial Hospital,Holt Winter's,1.64,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],4.56,"[116605681.69171886, 118275487.98674414, 131143932.84079833]",10.02,4.3,2.01,11.3
1728,1728.0,Lodi Memorial Hospital,Holt Winter's,4.41,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],6.33,"[115386350.28975217, 132532464.4911302, 121705485.6471899]",5.52,5.17,9.07,4.05
1729,1729.0,Lodi Memorial Hospital,PROPHET,9.46,1.0,[1.21164624e+08 1.26374690e+08 1.23963450e+08],8.24,"[132623416.76960158, 140799185.93866944, 128733548.50785224]",3.85,3.14,11.41,6.9
1730,1730.0,Lodi Memorial Hospital,PROPHET,4.51,2.0,[1.26374690e+08 1.23963450e+08 1.16060883e+08],4.46,"[132068164.37996349, 129094128.92534442, 121544169.4955482]",4.72,2.91,4.14,10.41
1731,1731.0,Lodi Memorial Hospital,PROPHET,12.78,3.0,[1.23963450e+08 1.16060883e+08 1.19984784e+08],8.61,"[139807479.29223672, 127345116.9997179, 123987642.48007408]",3.34,2.98,9.72,12.44
1732,1732.0,Lodi Memorial Hospital,PROPHET,1.34,4.0,[1.16060883e+08 1.19984784e+08 1.18551551e+08],4.29,"[117615794.34760909, 119112438.92248186, 131366042.35562906]",10.81,3.93,0.73,5.71
1733,1733.0,Lodi Memorial Hospital,PROPHET,0.39,5.0,[1.19984784e+08 1.18551551e+08 1.20707529e+08],1.16,"[119517680.40084025, 117977867.03281543, 123859378.10898688]",2.61,3.45,0.48,5.01
1734,1734.0,Lodi Memorial Hospital,PROPHET,3.6,6.0,[1.18551551e+08 1.20707529e+08 1.45754348e+08],6.24,"[114280982.95992117, 121964811.5904785, 125222653.02583894]",14.09,3.33,1.04,5.53
1735,1735.0,Lodi Memorial Hospital,PROPHET,4.6,7.0,[1.20707529e+08 1.45754348e+08 1.28811444e+08],9.28,"[115158921.02491622, 119400461.5327266, 122152710.40880124]",5.17,3.28,18.08,3.86
1736,1736.0,Lodi Memorial Hospital Based Clinics,SARIMA,22.53,1.0,[2476222.89 2765452.22 1897259.51],13.32,"[3034018.0712429206, 2763468.1154664652, 2226509.2301019826]",17.35,10.96,0.07,13.24
1737,1737.0,Lodi Memorial Hospital Based Clinics,SARIMA,15.98,2.0,[2765452.22 1897259.51 1485654.16],19.88,"[2323620.309955745, 2210335.4851092845, 1889254.1441974225]",27.17,9.51,16.5,15.8
1738,1738.0,Lodi Memorial Hospital Based Clinics,SARIMA,10.89,3.0,[1897259.51 1485654.16 1526828.73],29.58,"[2103923.560086344, 1961374.4205128918, 2226527.130396303]",45.83,9.22,32.02,18.71
1739,1739.0,Lodi Memorial Hospital Based Clinics,SARIMA,7.35,4.0,[1485654.16 1526828.73 1132487.66],46.37,"[1594900.1152385506, 2442336.6852736464, 1945470.9282822788]",71.79,11.6,59.96,11.37
1740,1740.0,Lodi Memorial Hospital Based Clinics,SARIMA,63.93,5.0,[1526828.73 1132487.66 1108454.37],65.38,"[2502938.7917854814, 1849594.8212993466, 1872008.653472446]",68.88,10.03,63.32,13.2
1741,1741.0,Lodi Memorial Hospital Based Clinics,SARIMA,50.19,6.0,[1132487.66 1108454.37 1743133.34],58.88,"[1700846.3363631587, 2014867.824126511, 2521934.038134154]",44.68,8.88,81.77,26.4
1742,1742.0,Lodi Memorial Hospital Based Clinics,SARIMA,54.51,7.0,[1108454.37 1743133.34 1327323.01],29.27,"[1712664.7950064759, 1824349.2951314584, 1707493.2702366295]",28.64,12.11,4.66,41.48
1743,1743.0,Lodi Memorial Hospital Based Clinics,SARIMAX,29.84,1.0,[2476222.89 2765452.22 1897259.51],22.34,"[3215029.0711502386, 2727743.6612136057, 2577127.249126727]",35.83,10.86,1.36,13.24
1744,1744.0,Lodi Memorial Hospital Based Clinics,SARIMAX,17.02,2.0,[2765452.22 1897259.51 1485654.16],14.62,"[2294680.3057272723, 2070174.713197495, 1748984.970054486]",17.72,8.35,9.11,12.03
1745,1745.0,Lodi Memorial Hospital Based Clinics,SARIMAX,9.74,3.0,[1897259.51 1485654.16 1526828.73],30.4,"[2082047.0589628858, 1737793.921850849, 2511510.4308637856]",64.49,9.69,16.97,19.5
1746,1746.0,Lodi Memorial Hospital Based Clinics,SARIMAX,18.56,4.0,[1485654.16 1526828.73 1132487.66],59.55,"[1761318.6641409378, 2482625.2486426993, 2236543.9806188815]",97.49,10.74,62.6,8.1
1747,1747.0,Lodi Memorial Hospital Based Clinics,SARIMAX,53.0,5.0,[1526828.73 1132487.66 1108454.37],80.39,"[2336089.894911649, 1881886.7318949946, 2460745.125995883]",122.0,11.58,66.17,6.38
1748,1748.0,Lodi Memorial Hospital Based Clinics,SARIMAX,66.63,6.0,[1132487.66 1108454.37 1743133.34],63.74,"[1887081.0893268853, 2143083.607391022, 2287674.6235540914]",31.24,8.36,93.34,29.69
1749,1749.0,Lodi Memorial Hospital Based Clinics,SARIMAX,128.4,7.0,[1108454.37 1743133.34 1327323.01],61.63,"[2531660.2293693544, 2380807.217051567, 1591510.4452392557]",19.9,9.53,36.58,41.85
1750,1750.0,Lodi Memorial Hospital Based Clinics,TBATS,12.77,1.0,[2476222.89 2765452.22 1897259.51],16.17,"[2160021.6035662834, 2160234.826538189, 2160408.310306]",13.87,18.88,21.88,10.19
1751,1751.0,Lodi Memorial Hospital Based Clinics,TBATS,19.99,2.0,[2765452.22 1897259.51 1485654.16],28.03,"[2212745.9742711843, 2204346.896736328, 2197640.4407117604]",47.92,13.37,16.19,15.39
1752,1752.0,Lodi Memorial Hospital Based Clinics,TBATS,14.45,3.0,[1897259.51 1485654.16 1526828.73],34.4,"[2171360.822345283, 2173350.7287369594, 2174976.6584472707]",42.45,13.8,46.29,23.16
1753,1753.0,Lodi Memorial Hospital Based Clinics,TBATS,52.34,4.0,[1485654.16 1526828.73 1132487.66],71.34,"[2263210.170857681, 2319837.244164596, 2375410.6030508284]",109.75,14.07,51.94,16.21
1754,1754.0,Lodi Memorial Hospital Based Clinics,TBATS,40.9,5.0,[1526828.73 1132487.66 1108454.37],74.98,"[2151227.850824483, 2151227.850824483, 2151227.850824483]",94.07,13.45,89.96,26.85
1755,1755.0,Lodi Memorial Hospital Based Clinics,TBATS,94.32,6.0,[1132487.66 1108454.37 1743133.34],72.41,"[2200615.8482422666, 2190969.7141427044, 2183252.806863047]",25.25,14.0,97.66,29.39
1756,1756.0,Lodi Memorial Hospital Based Clinics,TBATS,79.57,7.0,[1108454.37 1743133.34 1327323.01],48.71,"[1990422.8886963495, 2002885.339406368, 2012855.2999759559]",51.65,12.82,14.9,48.16
1757,1757.0,Lodi Memorial Hospital Based Clinics,VARMAX,5.03,1.0,[2476222.89 2765452.22 1897259.51],15.11,"[2351636.745995969, 1770988.1586634396, 1814970.7255490816]",4.34,16.87,35.96,13.46
1758,1758.0,Lodi Memorial Hospital Based Clinics,VARMAX,31.71,2.0,[2765452.22 1897259.51 1485654.16],20.45,"[1888649.8665956408, 2018836.937223154, 1830690.4414421797]",23.22,9.01,6.41,10.5
1759,1759.0,Lodi Memorial Hospital Based Clinics,VARMAX,19.16,3.0,[1897259.51 1485654.16 1526828.73],19.76,"[2260714.2774280733, 1593126.024319483, 2028934.0328572572]",32.89,8.65,7.23,19.89
1760,1760.0,Lodi Memorial Hospital Based Clinics,VARMAX,0.69,4.0,[1485654.16 1526828.73 1132487.66],21.28,"[1495844.85220748, 1752562.284232475, 1680212.0894429788]",48.36,9.5,14.78,18.7
1761,1761.0,Lodi Memorial Hospital Based Clinics,VARMAX,62.38,5.0,[1526828.73 1132487.66 1108454.37],66.44,"[2479282.1513189203, 1113634.8028946416, 2607882.3064145106]",135.27,8.71,1.66,18.45
1762,1762.0,Lodi Memorial Hospital Based Clinics,VARMAX,18.23,6.0,[1132487.66 1108454.37 1743133.34],35.47,"[1338904.8684627463, 1976891.2654234814, 1914847.4479611472]",9.85,8.98,78.35,15.99
1763,1763.0,Lodi Memorial Hospital Based Clinics,VARMAX,105.13,7.0,[1108454.37 1743133.34 1327323.01],78.92,"[2273799.9395288154, 2471018.4264355586, 2520149.940832028]",89.87,9.58,41.76,31.23
1764,1764.0,Lodi Memorial Hospital Based Clinics,VARMA,23.64,1.0,[2476222.89 2765452.22 1897259.51],22.23,"[1890955.2628935117, 1830806.7414733854, 2073102.802941179]",9.27,14.63,33.8,12.42
1765,1765.0,Lodi Memorial Hospital Based Clinics,VARMA,35.31,2.0,[2765452.22 1897259.51 1485654.16],14.05,"[1789107.9048094181, 1844422.250430499, 1425353.448004869]",4.06,9.53,2.78,12.52
1766,1766.0,Lodi Memorial Hospital Based Clinics,VARMA,0.96,3.0,[1897259.51 1485654.16 1526828.73],8.16,"[1915516.0021724987, 1310133.167946791, 1705361.2178851906]",11.69,9.64,11.81,19.58
1767,1767.0,Lodi Memorial Hospital Based Clinics,VARMA,9.13,4.0,[1485654.16 1526828.73 1132487.66],25.64,"[1349977.7725114597, 1768803.488418314, 1720601.3517294966]",51.93,9.48,15.85,19.62
1768,1768.0,Lodi Memorial Hospital Based Clinics,VARMA,62.86,5.0,[1526828.73 1132487.66 1108454.37],42.57,"[2486648.445931386, 1157493.9374147188, 1802687.777856973]",62.63,7.88,2.21,16.58
1769,1769.0,Lodi Memorial Hospital Based Clinics,VARMA,20.88,6.0,[1132487.66 1108454.37 1743133.34],18.48,"[1368972.976250289, 1471706.992425952, 1774381.2442095883]",1.79,10.19,32.77,9.7
1770,1770.0,Lodi Memorial Hospital Based Clinics,VARMA,41.45,7.0,[1108454.37 1743133.34 1327323.01],36.17,"[1567950.1494877292, 1922990.6996024288, 2080353.0471828263]",56.73,10.1,10.32,22.59
1771,1771.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,28.64,1.0,[2476222.89 2765452.22 1897259.51],23.68,"[3185382.247442992, 2852880.8677217294, 2642018.7074021357]",39.25,10.44,3.16,18.59
1772,1772.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,19.79,2.0,[2765452.22 1897259.51 1485654.16],22.09,"[2218164.6373338406, 2249324.905529853, 1900515.5486624439]",27.92,9.89,18.56,14.55
1773,1773.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,12.36,3.0,[1897259.51 1485654.16 1526828.73],32.63,"[2131666.2280141683, 1732546.6384250962, 2579134.27882574]",68.92,9.2,16.62,17.21
1774,1774.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,18.53,4.0,[1485654.16 1526828.73 1132487.66],52.82,"[1760918.8184181391, 2620563.974275712, 1905979.6390676252]",68.3,10.6,71.63,12.53
1775,1775.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,64.27,5.0,[1526828.73 1132487.66 1108454.37],65.74,"[2508103.538803262, 1848239.0395980172, 1881624.9456892188]",69.75,9.32,63.2,16.18
1776,1776.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,56.45,6.0,[1132487.66 1108454.37 1743133.34],48.46,"[1771782.444927533, 1801029.950311001, 2204023.6757098143]",26.44,8.94,62.48,20.65
1777,1777.0,Lodi Memorial Hospital Based Clinics,Holt Winter's,59.43,7.0,[1108454.37 1743133.34 1327323.01],35.77,"[1767223.2765200255, 2173058.384262652, 1635654.917220474]",23.23,8.22,24.66,46.63
1778,1778.0,Lodi Memorial Hospital Based Clinics,PROPHET,19.34,1.0,[2476222.89 2765452.22 1897259.51],11.52,"[2955159.6021464416, 2471290.3793009864, 1984347.3234132905]",4.59,11.69,10.64,17.36
1779,1779.0,Lodi Memorial Hospital Based Clinics,PROPHET,18.87,2.0,[2765452.22 1897259.51 1485654.16],24.28,"[2243480.610281874, 2552778.491519966, 1773904.594743345]",19.4,9.34,34.55,8.32
1780,1780.0,Lodi Memorial Hospital Based Clinics,PROPHET,23.06,3.0,[1897259.51 1485654.16 1526828.73],31.33,"[2334798.027139078, 1929572.7598264653, 2153571.0246864622]",41.05,9.75,29.88,16.12
1781,1781.0,Lodi Memorial Hospital Based Clinics,PROPHET,13.11,4.0,[1485654.16 1526828.73 1132487.66],50.58,"[1680459.2052975327, 2040827.4028061193, 2321088.31450337]",104.95,11.25,33.66,11.95
1782,1782.0,Lodi Memorial Hospital Based Clinics,PROPHET,14.1,5.0,[1526828.73 1132487.66 1108454.37],57.43,"[1742178.1346869306, 2019233.3116433867, 1994058.360419748]",79.9,10.47,78.3,22.73
1783,1783.0,Lodi Memorial Hospital Based Clinics,PROPHET,72.66,6.0,[1132487.66 1108454.37 1743133.34],68.16,"[1955367.947367135, 2244793.610112102, 2253674.078198041]",29.29,10.18,102.52,30.64
1784,1784.0,Lodi Memorial Hospital Based Clinics,PROPHET,73.47,7.0,[1108454.37 1743133.34 1327323.01],52.95,"[1922805.3218649118, 1908892.7719624764, 2334451.470905053]",75.88,10.13,9.51,48.83
1785,1785.0,Lodi Memorial Rural Health Clinics,SARIMA,8.94,1.0,[468251.03 512017.25 523065.4 ],6.87,"[510120.2209201885, 487746.67920869763, 559378.115647028]",6.94,6.79,4.74,6.74
1786,1786.0,Lodi Memorial Rural Health Clinics,SARIMA,7.05,2.0,[512017.25 523065.4  576982.26],9.73,"[475911.6978411316, 537839.8334031831, 465629.2694628832]",19.3,6.32,2.82,14.94
1787,1787.0,Lodi Memorial Rural Health Clinics,SARIMA,4.96,3.0,[523065.4  576982.26 624560.53],11.1,"[549031.167542998, 476701.87189883355, 556091.2746355984]",10.96,7.51,17.38,8.15
1788,1788.0,Lodi Memorial Rural Health Clinics,SARIMA,26.15,4.0,[576982.26 624560.53 565837.05],20.98,"[426096.8604907693, 532575.6728942487, 440969.94158577453]",22.07,6.58,14.73,16.32
1789,1789.0,Lodi Memorial Rural Health Clinics,SARIMA,4.4,5.0,[624560.53 565837.05 502851.19],4.61,"[597105.2651869168, 580158.0420641465, 537493.0504139715]",6.89,5.12,2.53,7.51
1790,1790.0,Lodi Memorial Rural Health Clinics,SARIMA,1.54,6.0,[565837.05 502851.19 621839.07],3.29,"[557114.1612467273, 529852.6509038429, 603481.944917799]",2.95,7.27,5.37,5.21
1791,1791.0,Lodi Memorial Rural Health Clinics,SARIMA,0.37,7.0,[502851.19 621839.07 557567.86],2.43,"[500982.25686470856, 653003.8557166915, 546990.0409209805]",1.9,5.43,5.01,6.81
1792,1792.0,Lodi Memorial Rural Health Clinics,SARIMAX,18.43,1.0,[468251.03 512017.25 523065.4 ],9.84,"[554530.3378610027, 483632.58696180844, 552082.0464121307]",5.55,5.58,5.54,7.49
1793,1793.0,Lodi Memorial Rural Health Clinics,SARIMAX,10.49,2.0,[512017.25 523065.4  576982.26],9.76,"[458309.1124859609, 516834.17341147346, 475456.4931318749]",17.6,7.5,1.19,15.26
1794,1794.0,Lodi Memorial Rural Health Clinics,SARIMAX,5.95,3.0,[523065.4  576982.26 624560.53],12.91,"[491931.4163641073, 516171.31024953147, 485656.4908485363]",22.24,8.67,10.54,2.82
1795,1795.0,Lodi Memorial Rural Health Clinics,SARIMAX,13.3,4.0,[576982.26 624560.53 565837.05],16.85,"[500266.2530573573, 507705.5337787877, 460977.79324261064]",18.53,7.49,18.71,4.44
1796,1796.0,Lodi Memorial Rural Health Clinics,SARIMAX,10.64,5.0,[624560.53 565837.05 502851.19],6.44,"[558089.2242877735, 597439.3425046336, 487280.7158544421]",3.1,6.19,5.59,4.34
1797,1797.0,Lodi Memorial Rural Health Clinics,SARIMAX,2.68,6.0,[565837.05 502851.19 621839.07],4.94,"[581020.4056581514, 463537.03020171495, 595070.3814593635]",4.3,7.07,7.82,6.8
1798,1798.0,Lodi Memorial Rural Health Clinics,SARIMAX,1.89,7.0,[502851.19 621839.07 557567.86],3.83,"[512330.714313594, 599889.9171416936, 523706.8860247072]",6.07,4.61,3.53,6.58
1799,1799.0,Lodi Memorial Rural Health Clinics,TBATS,12.83,1.0,[468251.03 512017.25 523065.4 ],5.24,"[528329.1041604832, 525946.8859743997, 523883.21623851574]",0.16,14.3,2.72,12.47
1800,1800.0,Lodi Memorial Rural Health Clinics,TBATS,1.11,2.0,[512017.25 523065.4  576982.26],5.74,"[506343.11055290495, 505039.370675762, 503924.22469472163]",12.66,13.3,3.45,8.63
1801,1801.0,Lodi Memorial Rural Health Clinics,TBATS,2.53,3.0,[523065.4  576982.26 624560.53],10.89,"[509840.7437064587, 509551.185738568, 509304.4178861315]",18.45,12.58,11.69,6.78
1802,1802.0,Lodi Memorial Rural Health Clinics,TBATS,12.32,4.0,[576982.26 624560.53 565837.05],14.41,"[505874.67109042144, 503187.45284961554, 500999.7972621275]",11.46,13.36,19.43,4.33
1803,1803.0,Lodi Memorial Rural Health Clinics,TBATS,15.04,5.0,[624560.53 565837.05 502851.19],8.88,"[530625.7995708253, 529868.2105196235, 529205.05130552]",5.24,12.1,6.36,7.06
1804,1804.0,Lodi Memorial Rural Health Clinics,TBATS,4.41,6.0,[565837.05 502851.19 621839.07],8.33,"[540873.0601218618, 540873.0601218618, 540873.0601218618]",13.02,9.99,7.56,12.01
1805,1805.0,Lodi Memorial Rural Health Clinics,TBATS,19.08,7.0,[502851.19 621839.07 557567.86],11.2,"[598814.3573668635, 615743.7068064553, 633034.2181649832]",13.53,7.63,0.98,5.62
