,billing_entity,model,set_no,train_mape,val_mape,test_mape,test_actual,test_predicted,one_month,third_month,two_month
1656,Lodi Memorial Community Clinics,TBATS,5,7.55,11.62,21.49,[1533847.1  1505629.79 1327294.24],"[1141607.2135838603, 1138091.1611769178, 1134825.5053355715]",25.57,14.5,24.41
1657,Lodi Memorial Community Clinics,TBATS,6,8.25,19.27,6.23,[1505629.79 1327294.24 1462194.67],"[1318859.3439466965, 1364917.8049656006, 1411631.6808268141]",12.4,3.46,2.83
1658,Lodi Memorial Community Clinics,TBATS,7,8.64,11.05,2.52,[1327294.24 1462194.67 1515158.85],"[1385283.349074283, 1438114.901048829, 1491806.1820779627]",4.37,1.54,1.65
1659,Lodi Memorial Community Clinics,VARMAX,1,12.64,15.22,12.61,[ 948001.94  994373.33 1174366.67],"[1088460.6200329969, 1092995.5498173153, 1020622.4982956937]",14.82,13.09,9.92
1660,Lodi Memorial Community Clinics,VARMAX,2,6.56,8.39,18.51,[ 994373.33 1174366.67 1261997.54],"[1014366.3675227733, 841653.433325535, 944103.8384748949]",2.01,25.19,28.33
1661,Lodi Memorial Community Clinics,VARMAX,3,5.4,7.79,26.11,[1174366.67 1261997.54 1533847.1 ],"[939909.5993150232, 946690.2103202619, 1021641.1358575715]",19.96,33.39,24.98
1662,Lodi Memorial Community Clinics,VARMAX,4,5.83,7.98,26.15,[1261997.54 1533847.1  1505629.79],"[1039564.2892020834, 1115743.5111532912, 1000294.4295773366]",17.63,33.56,27.26
1663,Lodi Memorial Community Clinics,VARMAX,5,4.08,13.66,24.74,[1533847.1  1505629.79 1327294.24],"[1319060.8583381313, 965158.5741381127, 1004676.6762763755]",14,24.31,35.9
1664,Lodi Memorial Community Clinics,VARMAX,6,5.43,22.13,18.59,[1505629.79 1327294.24 1462194.67],"[1003893.8075730604, 1385800.8476864574, 1198328.5955861078]",33.32,18.05,4.41
1665,Lodi Memorial Community Clinics,VARMAX,7,5.61,26.28,10,[1327294.24 1462194.67 1515158.85],"[1524042.8706376627, 1616537.1787410572, 1445232.1300516461]",14.82,4.62,10.56
1666,Lodi Memorial Community Clinics,VARMA,1,13.94,9.38,9.31,[ 948001.94  994373.33 1174366.67],"[1064323.7001028527, 1034267.4118784106, 1037716.7565585865]",12.27,11.64,4.01
1667,Lodi Memorial Community Clinics,VARMA,2,6.91,18.24,14.07,[ 994373.33 1174366.67 1261997.54],"[1036593.5609423915, 986436.3857602059, 984836.6726738139]",4.25,21.96,16
1668,Lodi Memorial Community Clinics,VARMA,3,7.46,5.74,28.49,[1174366.67 1261997.54 1533847.1 ],"[912387.9480076348, 956892.6335977357, 936088.211044115]",22.31,38.97,24.18
1669,Lodi Memorial Community Clinics,VARMA,4,8.07,6.89,28.38,[1261997.54 1533847.1  1505629.79],"[1022014.6266185736, 1064476.2826800954, 970875.7125551061]",19.02,35.52,30.6
1670,Lodi Memorial Community Clinics,VARMA,5,6.05,12.43,24.98,[1533847.1  1505629.79 1327294.24],"[1322246.692541598, 1008829.2677273882, 953817.0831544674]",13.8,28.14,33
1671,Lodi Memorial Community Clinics,VARMA,6,6.77,22.51,13.77,[1505629.79 1327294.24 1462194.67],"[1197552.8477301758, 1259527.4896006135, 1231855.9750227227]",20.46,15.75,5.11
1672,Lodi Memorial Community Clinics,VARMA,7,5.03,32.54,8.56,[1327294.24 1462194.67 1515158.85],"[1434385.1560269988, 1476652.93991003, 1263083.7225284826]",8.07,16.64,0.99
1673,Lodi Memorial Community Clinics,Holt Winter's,1,9.7,10.32,13,[ 948001.94  994373.33 1174366.67],"[1201889.1496469441, 1086451.709434693, 1209191.811104695]",26.78,2.97,9.26
1674,Lodi Memorial Community Clinics,Holt Winter's,2,4.98,12.65,14.49,[ 994373.33 1174366.67 1261997.54],"[897883.7811843833, 1045952.4374704703, 973861.8293700272]",9.7,22.83,10.93
1675,Lodi Memorial Community Clinics,Holt Winter's,3,4.14,21.9,17.59,[1174366.67 1261997.54 1533847.1 ],"[1092884.7983408694, 1030016.8548036605, 1112899.5709756177]",6.94,27.44,18.38
1676,Lodi Memorial Community Clinics,Holt Winter's,4,3.52,7.79,20.79,[1261997.54 1533847.1  1505629.79],"[1087389.7341154632, 1170848.556745315, 1131049.4179698857]",13.84,24.88,23.67
1677,Lodi Memorial Community Clinics,Holt Winter's,5,3.98,20.83,12.52,[1533847.1  1505629.79 1327294.24],"[1348345.033753741, 1323200.9451066856, 1150025.1846436684]",12.09,13.36,12.12
1678,Lodi Memorial Community Clinics,Holt Winter's,6,4.45,16.54,8.64,[1505629.79 1327294.24 1462194.67],"[1405635.7047184487, 1237164.8241307824, 1644668.529385831]",6.64,12.48,6.79
1679,Lodi Memorial Community Clinics,Holt Winter's,7,4.61,20.73,11.84,[1327294.24 1462194.67 1515158.85],"[1320312.7948105999, 1893285.7757474673, 1431778.9501480728]",0.53,5.5,29.48
1680,Lodi Memorial Community Clinics,PROPHET,1,8.06,8.82,23.06,[ 948001.94  994373.33 1174366.67],"[1278709.4102776838, 1303844.4587953514, 1137082.6035455898]",34.88,3.17,31.12
1681,Lodi Memorial Community Clinics,PROPHET,2,6.78,11.59,13.53,[ 994373.33 1174366.67 1261997.54],"[1135652.4241047907, 1065920.1336224698, 1045643.8083451025]",14.21,17.14,9.23
1682,Lodi Memorial Community Clinics,PROPHET,3,5.73,11.17,18.02,[1174366.67 1261997.54 1533847.1 ],"[1107434.793307306, 1027338.2004272979, 1077329.1556421688]",5.7,29.76,18.59
1683,Lodi Memorial Community Clinics,PROPHET,4,4.03,26.11,20.63,[1261997.54 1533847.1  1505629.79],"[1085138.7668297812, 1142173.9552240414, 1169146.8244234368]",14.01,22.35,25.54
1684,Lodi Memorial Community Clinics,PROPHET,5,5.75,13.64,17.95,[1533847.1  1505629.79 1327294.24],"[1156082.629440816, 1194134.0315464498, 1214112.2279885914]",24.63,8.53,20.69
1685,Lodi Memorial Community Clinics,PROPHET,6,6.91,15.41,10.36,[1505629.79 1327294.24 1462194.67],"[1247204.9718225293, 1279232.4922581867, 1311469.6269671977]",17.16,10.31,3.62
1686,Lodi Memorial Community Clinics,PROPHET,7,7.29,19.4,9.8,[1327294.24 1462194.67 1515158.85],"[1320397.5073583636, 1329261.228148106, 1215273.6209089863]",0.52,19.79,9.09
1687,Lodi Memorial Hospital,SARIMA,1,4,4.34,7.98,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[137980300.82740122, 128672747.38601093, 134199370.54119463]",13.88,8.26,1.82
1688,Lodi Memorial Hospital,SARIMA,2,3.83,4.91,3.92,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[116046052.31433347, 120161982.55936491, 115451324.94864674]",8.17,0.53,3.07
1689,Lodi Memorial Hospital,SARIMA,3,3.2,4.81,1.71,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[126487822.872776, 117558003.22295472, 122160960.782687]",2.04,1.81,1.29
1690,Lodi Memorial Hospital,SARIMA,4,3.51,4.74,5.4,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[112310245.84707706, 116959471.21195123, 106179729.95717101]",3.23,10.44,2.52
1691,Lodi Memorial Hospital,SARIMA,5,3.57,4.67,3.64,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[122460912.05395396, 114770752.7075313, 113862196.32244039]",2.06,5.67,3.19
1692,Lodi Memorial Hospital,SARIMA,6,3.42,4.04,8.49,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[112345081.74805017, 111895004.63312611, 126883870.52322452]",5.24,12.95,7.3
1693,Lodi Memorial Hospital,SARIMA,7,3.01,1.5,4.57,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[117349522.56082824, 137530061.72553077, 122010908.91556041]",2.78,5.28,5.64
1694,Lodi Memorial Hospital,SARIMAX,1,2.72,11.18,4.33,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[125128037.56240153, 116029187.8349237, 122079224.04460764]",3.27,1.52,8.19
1695,Lodi Memorial Hospital,SARIMAX,2,3.64,3.87,4.56,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[114399364.25400543, 119906071.29511324, 114989425.28016146]",9.48,0.92,3.27
1696,Lodi Memorial Hospital,SARIMAX,3,3.95,4.06,6.55,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[128281836.57724018, 126203086.78719151, 128891626.04785518]",3.48,7.42,8.74
1697,Lodi Memorial Hospital,SARIMAX,4,4.24,3.82,7.43,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[123321670.02033266, 125317018.40812807, 104812479.15107946]",6.26,11.59,4.44
1698,Lodi Memorial Hospital,SARIMAX,5,3.22,4.09,5.09,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[119973911.35911211, 105026020.15069792, 116048037.00465818]",0.01,3.86,11.41
1699,Lodi Memorial Hospital,SARIMAX,6,3.64,2.17,5.74,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[109611376.0343807, 119468341.98876233, 133122498.1488125]",7.54,8.67,1.03
1700,Lodi Memorial Hospital,SARIMAX,7,2.39,2.99,6.6,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[118530187.85432735, 132843960.35712889, 117042073.57724574]",1.8,9.14,8.86
1701,Lodi Memorial Hospital,TBATS,1,7.23,11.33,1.91,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[122171738.40592782, 122114607.3538508, 122061442.1134278]",0.83,1.53,3.37
1702,Lodi Memorial Hospital,TBATS,2,5.9,5.45,3.07,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[122891803.86306988, 122480837.34620355, 122147656.74029118]",2.76,5.24,1.2
1703,Lodi Memorial Hospital,TBATS,3,6.22,2.17,3.69,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[124707750.71743481, 124334759.631566, 123997630.69429223]",0.6,3.34,7.13
1704,Lodi Memorial Hospital,TBATS,4,5.71,1.66,5.53,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[124697008.89835338, 124715125.61006452, 124729619.02712102]",7.44,5.21,3.94
1705,Lodi Memorial Hospital,TBATS,5,5.66,3,0.75,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[120411634.15202332, 120302514.37125778, 120208598.73454869]",0.36,0.41,1.48
1706,Lodi Memorial Hospital,TBATS,6,5.01,2.34,6.76,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[119392041.12283254, 119200525.53458257, 119047065.0744586]",0.71,18.32,1.25
1707,Lodi Memorial Hospital,TBATS,7,5.06,4.17,8.57,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[119548729.95762928, 119754816.08828218, 119919896.16713]",0.96,6.9,17.84
1708,Lodi Memorial Hospital,VARMAX,1,5.91,10.38,7.85,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[134249435.7453135, 114095233.92119412, 120192054.61888881]",10.8,3.04,9.72
1709,Lodi Memorial Hospital,VARMAX,2,3.79,5.49,9.73,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[111020883.33337311, 103420159.111553, 115521445.93556781]",12.15,0.46,16.57
1710,Lodi Memorial Hospital,VARMAX,3,3.75,5.74,6.06,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[112015010.74245709, 123521115.64612226, 117461579.85287817]",9.64,2.1,6.43
1711,Lodi Memorial Hospital,VARMAX,4,3.68,8.58,6.15,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[132805781.00807427, 122769109.96673906, 116544267.68616211]",14.43,1.69,2.32
1712,Lodi Memorial Hospital,VARMAX,5,4.34,6.5,3.68,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[117742412.70223717, 110683229.6915042, 117632687.07486786]",1.87,2.55,6.64
1713,Lodi Memorial Hospital,VARMAX,6,3.52,6.86,4.75,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[119920839.00190239, 121468313.57662356, 127577179.91789089]",1.16,12.47,0.63
1714,Lodi Memorial Hospital,VARMAX,7,3.76,2.31,4.84,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[120502170.79626124, 128242470.67514373, 125811317.16879462]",0.17,2.33,12.01
1715,Lodi Memorial Hospital,VARMA,1,6.34,9.74,5.08,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[130464667.43327095, 128628728.12923197, 116807899.45636918]",7.68,5.77,1.78
1716,Lodi Memorial Hospital,VARMA,2,4.87,5.1,5.62,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[119714653.44105752, 110920002.5189135, 117291014.96211654]",5.27,1.06,10.52
1717,Lodi Memorial Hospital,VARMA,3,4.67,6.37,5.08,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[115216294.84030639, 120836503.08235683, 115089128.77735002]",7.06,4.08,4.11
1718,Lodi Memorial Hospital,VARMA,4,4.35,5.94,3.99,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[118834579.83833109, 115285559.15603054, 111829615.69887984]",2.39,5.67,3.92
1719,Lodi Memorial Hospital,VARMA,5,4.89,3.81,1.25,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[117620133.54838626, 117639982.93177204, 119493350.05636884]",1.97,1.01,0.77
1720,Lodi Memorial Hospital,VARMA,6,4.27,3.66,8.16,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[116088136.26588005, 117541027.27657682, 116926384.21551271]",2.08,19.78,2.62
1721,Lodi Memorial Hospital,VARMA,7,4.1,4.85,7.95,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[120573123.14142793, 119380240.4689365, 121532346.52003632]",0.11,5.65,18.09
1722,Lodi Memorial Hospital,Holt Winter's,1,4.52,10.4,6.57,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[132159256.94083476, 130400443.28949802, 133210712.10027714]",9.07,7.46,3.19
1723,Lodi Memorial Hospital,Holt Winter's,2,3.55,5.27,4.6,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[115032566.52258322, 121579225.0858485, 119433636.14796631]",8.97,2.91,1.92
1724,Lodi Memorial Hospital,Holt Winter's,3,3.66,15.89,9.21,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[130898257.28331673, 128091843.09535956, 133995943.8052311]",5.59,11.68,10.37
1725,Lodi Memorial Hospital,Holt Winter's,4,3.83,4.67,7.58,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[123597998.60920759, 130641410.3756377, 127290221.7427853]",6.49,7.37,8.88
1726,Lodi Memorial Hospital,Holt Winter's,5,3.79,4.59,2.91,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[124374206.64426036, 121245781.88762076, 124076675.899977]",3.66,2.79,2.27
1727,Lodi Memorial Hospital,Holt Winter's,6,4.3,11.3,4.56,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[116605681.69171886, 118275487.98674414, 131143932.84079833]",1.64,10.02,2.01
1728,Lodi Memorial Hospital,Holt Winter's,7,5.17,4.05,6.33,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[115386350.28975217, 132532464.4911302, 121705485.6471899]",4.41,5.52,9.07
1729,Lodi Memorial Hospital,PROPHET,1,3.14,6.9,8.24,[1.21164624e+08 1.26374690e+08 1.23963450e+08],"[132623416.76960158, 140799185.93866944, 128733548.50785224]",9.46,3.85,11.41
1730,Lodi Memorial Hospital,PROPHET,2,2.91,10.41,4.46,[1.26374690e+08 1.23963450e+08 1.16060883e+08],"[132068164.37996349, 129094128.92534442, 121544169.4955482]",4.51,4.72,4.14
1731,Lodi Memorial Hospital,PROPHET,3,2.98,12.44,8.61,[1.23963450e+08 1.16060883e+08 1.19984784e+08],"[139807479.29223672, 127345116.9997179, 123987642.48007408]",12.78,3.34,9.72
1732,Lodi Memorial Hospital,PROPHET,4,3.93,5.71,4.29,[1.16060883e+08 1.19984784e+08 1.18551551e+08],"[117615794.34760909, 119112438.92248186, 131366042.35562906]",1.34,10.81,0.73
1733,Lodi Memorial Hospital,PROPHET,5,3.45,5.01,1.16,[1.19984784e+08 1.18551551e+08 1.20707529e+08],"[119517680.40084025, 117977867.03281543, 123859378.10898688]",0.39,2.61,0.48
1734,Lodi Memorial Hospital,PROPHET,6,3.33,5.53,6.24,[1.18551551e+08 1.20707529e+08 1.45754348e+08],"[114280982.95992117, 121964811.5904785, 125222653.02583894]",3.6,14.09,1.04
1735,Lodi Memorial Hospital,PROPHET,7,3.28,3.86,9.28,[1.20707529e+08 1.45754348e+08 1.28811444e+08],"[115158921.02491622, 119400461.5327266, 122152710.40880124]",4.6,5.17,18.08
1736,Lodi Memorial Hospital Based Clinics,SARIMA,1,10.96,13.24,13.32,[2476222.89 2765452.22 1897259.51],"[3034018.0712429206, 2763468.1154664652, 2226509.2301019826]",22.53,17.35,0.07
1737,Lodi Memorial Hospital Based Clinics,SARIMA,2,9.51,15.8,19.88,[2765452.22 1897259.51 1485654.16],"[2323620.309955745, 2210335.4851092845, 1889254.1441974225]",15.98,27.17,16.5
1738,Lodi Memorial Hospital Based Clinics,SARIMA,3,9.22,18.71,29.58,[1897259.51 1485654.16 1526828.73],"[2103923.560086344, 1961374.4205128918, 2226527.130396303]",10.89,45.83,32.02
1739,Lodi Memorial Hospital Based Clinics,SARIMA,4,11.6,11.37,46.37,[1485654.16 1526828.73 1132487.66],"[1594900.1152385506, 2442336.6852736464, 1945470.9282822788]",7.35,71.79,59.96
1740,Lodi Memorial Hospital Based Clinics,SARIMA,5,10.03,13.2,65.38,[1526828.73 1132487.66 1108454.37],"[2502938.7917854814, 1849594.8212993466, 1872008.653472446]",63.93,68.88,63.32
1741,Lodi Memorial Hospital Based Clinics,SARIMA,6,8.88,26.4,58.88,[1132487.66 1108454.37 1743133.34],"[1700846.3363631587, 2014867.824126511, 2521934.038134154]",50.19,44.68,81.77
1742,Lodi Memorial Hospital Based Clinics,SARIMA,7,12.11,41.48,29.27,[1108454.37 1743133.34 1327323.01],"[1712664.7950064759, 1824349.2951314584, 1707493.2702366295]",54.51,28.64,4.66
1743,Lodi Memorial Hospital Based Clinics,SARIMAX,1,10.86,13.24,22.34,[2476222.89 2765452.22 1897259.51],"[3215029.0711502386, 2727743.6612136057, 2577127.249126727]",29.84,35.83,1.36
1744,Lodi Memorial Hospital Based Clinics,SARIMAX,2,8.35,12.03,14.62,[2765452.22 1897259.51 1485654.16],"[2294680.3057272723, 2070174.713197495, 1748984.970054486]",17.02,17.72,9.11
1745,Lodi Memorial Hospital Based Clinics,SARIMAX,3,9.69,19.5,30.4,[1897259.51 1485654.16 1526828.73],"[2082047.0589628858, 1737793.921850849, 2511510.4308637856]",9.74,64.49,16.97
1746,Lodi Memorial Hospital Based Clinics,SARIMAX,4,10.74,8.1,59.55,[1485654.16 1526828.73 1132487.66],"[1761318.6641409378, 2482625.2486426993, 2236543.9806188815]",18.56,97.49,62.6
1747,Lodi Memorial Hospital Based Clinics,SARIMAX,5,11.58,6.38,80.39,[1526828.73 1132487.66 1108454.37],"[2336089.894911649, 1881886.7318949946, 2460745.125995883]",53,122,66.17
1748,Lodi Memorial Hospital Based Clinics,SARIMAX,6,8.36,29.69,63.74,[1132487.66 1108454.37 1743133.34],"[1887081.0893268853, 2143083.607391022, 2287674.6235540914]",66.63,31.24,93.34
1749,Lodi Memorial Hospital Based Clinics,SARIMAX,7,9.53,41.85,61.63,[1108454.37 1743133.34 1327323.01],"[2531660.2293693544, 2380807.217051567, 1591510.4452392557]",128.4,19.9,36.58
1750,Lodi Memorial Hospital Based Clinics,TBATS,1,18.88,10.19,16.17,[2476222.89 2765452.22 1897259.51],"[2160021.6035662834, 2160234.826538189, 2160408.310306]",12.77,13.87,21.88
1751,Lodi Memorial Hospital Based Clinics,TBATS,2,13.37,15.39,28.03,[2765452.22 1897259.51 1485654.16],"[2212745.9742711843, 2204346.896736328, 2197640.4407117604]",19.99,47.92,16.19
1752,Lodi Memorial Hospital Based Clinics,TBATS,3,13.8,23.16,34.4,[1897259.51 1485654.16 1526828.73],"[2171360.822345283, 2173350.7287369594, 2174976.6584472707]",14.45,42.45,46.29
1753,Lodi Memorial Hospital Based Clinics,TBATS,4,14.07,16.21,71.34,[1485654.16 1526828.73 1132487.66],"[2263210.170857681, 2319837.244164596, 2375410.6030508284]",52.34,109.75,51.94
1754,Lodi Memorial Hospital Based Clinics,TBATS,5,13.45,26.85,74.98,[1526828.73 1132487.66 1108454.37],"[2151227.850824483, 2151227.850824483, 2151227.850824483]",40.9,94.07,89.96
1755,Lodi Memorial Hospital Based Clinics,TBATS,6,14,29.39,72.41,[1132487.66 1108454.37 1743133.34],"[2200615.8482422666, 2190969.7141427044, 2183252.806863047]",94.32,25.25,97.66
1756,Lodi Memorial Hospital Based Clinics,TBATS,7,12.82,48.16,48.71,[1108454.37 1743133.34 1327323.01],"[1990422.8886963495, 2002885.339406368, 2012855.2999759559]",79.57,51.65,14.9
1757,Lodi Memorial Hospital Based Clinics,VARMAX,1,16.87,13.46,15.11,[2476222.89 2765452.22 1897259.51],"[2351636.745995969, 1770988.1586634396, 1814970.7255490816]",5.03,4.34,35.96
1758,Lodi Memorial Hospital Based Clinics,VARMAX,2,9.01,10.5,20.45,[2765452.22 1897259.51 1485654.16],"[1888649.8665956408, 2018836.937223154, 1830690.4414421797]",31.71,23.22,6.41
1759,Lodi Memorial Hospital Based Clinics,VARMAX,3,8.65,19.89,19.76,[1897259.51 1485654.16 1526828.73],"[2260714.2774280733, 1593126.024319483, 2028934.0328572572]",19.16,32.89,7.23
1760,Lodi Memorial Hospital Based Clinics,VARMAX,4,9.5,18.7,21.28,[1485654.16 1526828.73 1132487.66],"[1495844.85220748, 1752562.284232475, 1680212.0894429788]",0.69,48.36,14.78
1761,Lodi Memorial Hospital Based Clinics,VARMAX,5,8.71,18.45,66.44,[1526828.73 1132487.66 1108454.37],"[2479282.1513189203, 1113634.8028946416, 2607882.3064145106]",62.38,135.27,1.66
1762,Lodi Memorial Hospital Based Clinics,VARMAX,6,8.98,15.99,35.47,[1132487.66 1108454.37 1743133.34],"[1338904.8684627463, 1976891.2654234814, 1914847.4479611472]",18.23,9.85,78.35
1763,Lodi Memorial Hospital Based Clinics,VARMAX,7,9.58,31.23,78.92,[1108454.37 1743133.34 1327323.01],"[2273799.9395288154, 2471018.4264355586, 2520149.940832028]",105.13,89.87,41.76
1764,Lodi Memorial Hospital Based Clinics,VARMA,1,14.63,12.42,22.23,[2476222.89 2765452.22 1897259.51],"[1890955.2628935117, 1830806.7414733854, 2073102.802941179]",23.64,9.27,33.8
1765,Lodi Memorial Hospital Based Clinics,VARMA,2,9.53,12.52,14.05,[2765452.22 1897259.51 1485654.16],"[1789107.9048094181, 1844422.250430499, 1425353.448004869]",35.31,4.06,2.78
1766,Lodi Memorial Hospital Based Clinics,VARMA,3,9.64,19.58,8.16,[1897259.51 1485654.16 1526828.73],"[1915516.0021724987, 1310133.167946791, 1705361.2178851906]",0.96,11.69,11.81
1767,Lodi Memorial Hospital Based Clinics,VARMA,4,9.48,19.62,25.64,[1485654.16 1526828.73 1132487.66],"[1349977.7725114597, 1768803.488418314, 1720601.3517294966]",9.13,51.93,15.85
1768,Lodi Memorial Hospital Based Clinics,VARMA,5,7.88,16.58,42.57,[1526828.73 1132487.66 1108454.37],"[2486648.445931386, 1157493.9374147188, 1802687.777856973]",62.86,62.63,2.21
1769,Lodi Memorial Hospital Based Clinics,VARMA,6,10.19,9.7,18.48,[1132487.66 1108454.37 1743133.34],"[1368972.976250289, 1471706.992425952, 1774381.2442095883]",20.88,1.79,32.77
1770,Lodi Memorial Hospital Based Clinics,VARMA,7,10.1,22.59,36.17,[1108454.37 1743133.34 1327323.01],"[1567950.1494877292, 1922990.6996024288, 2080353.0471828263]",41.45,56.73,10.32
1771,Lodi Memorial Hospital Based Clinics,Holt Winter's,1,10.44,18.59,23.68,[2476222.89 2765452.22 1897259.51],"[3185382.247442992, 2852880.8677217294, 2642018.7074021357]",28.64,39.25,3.16
1772,Lodi Memorial Hospital Based Clinics,Holt Winter's,2,9.89,14.55,22.09,[2765452.22 1897259.51 1485654.16],"[2218164.6373338406, 2249324.905529853, 1900515.5486624439]",19.79,27.92,18.56
1773,Lodi Memorial Hospital Based Clinics,Holt Winter's,3,9.2,17.21,32.63,[1897259.51 1485654.16 1526828.73],"[2131666.2280141683, 1732546.6384250962, 2579134.27882574]",12.36,68.92,16.62
1774,Lodi Memorial Hospital Based Clinics,Holt Winter's,4,10.6,12.53,52.82,[1485654.16 1526828.73 1132487.66],"[1760918.8184181391, 2620563.974275712, 1905979.6390676252]",18.53,68.3,71.63
1775,Lodi Memorial Hospital Based Clinics,Holt Winter's,5,9.32,16.18,65.74,[1526828.73 1132487.66 1108454.37],"[2508103.538803262, 1848239.0395980172, 1881624.9456892188]",64.27,69.75,63.2
1776,Lodi Memorial Hospital Based Clinics,Holt Winter's,6,8.94,20.65,48.46,[1132487.66 1108454.37 1743133.34],"[1771782.444927533, 1801029.950311001, 2204023.6757098143]",56.45,26.44,62.48
1777,Lodi Memorial Hospital Based Clinics,Holt Winter's,7,8.22,46.63,35.77,[1108454.37 1743133.34 1327323.01],"[1767223.2765200255, 2173058.384262652, 1635654.917220474]",59.43,23.23,24.66
1778,Lodi Memorial Hospital Based Clinics,PROPHET,1,11.69,17.36,11.52,[2476222.89 2765452.22 1897259.51],"[2955159.6021464416, 2471290.3793009864, 1984347.3234132905]",19.34,4.59,10.64
1779,Lodi Memorial Hospital Based Clinics,PROPHET,2,9.34,8.32,24.28,[2765452.22 1897259.51 1485654.16],"[2243480.610281874, 2552778.491519966, 1773904.594743345]",18.87,19.4,34.55
1780,Lodi Memorial Hospital Based Clinics,PROPHET,3,9.75,16.12,31.33,[1897259.51 1485654.16 1526828.73],"[2334798.027139078, 1929572.7598264653, 2153571.0246864622]",23.06,41.05,29.88
1781,Lodi Memorial Hospital Based Clinics,PROPHET,4,11.25,11.95,50.58,[1485654.16 1526828.73 1132487.66],"[1680459.2052975327, 2040827.4028061193, 2321088.31450337]",13.11,104.95,33.66
1782,Lodi Memorial Hospital Based Clinics,PROPHET,5,10.47,22.73,57.43,[1526828.73 1132487.66 1108454.37],"[1742178.1346869306, 2019233.3116433867, 1994058.360419748]",14.1,79.9,78.3
1783,Lodi Memorial Hospital Based Clinics,PROPHET,6,10.18,30.64,68.16,[1132487.66 1108454.37 1743133.34],"[1955367.947367135, 2244793.610112102, 2253674.078198041]",72.66,29.29,102.52
1784,Lodi Memorial Hospital Based Clinics,PROPHET,7,10.13,48.83,52.95,[1108454.37 1743133.34 1327323.01],"[1922805.3218649118, 1908892.7719624764, 2334451.470905053]",73.47,75.88,9.51
1785,Lodi Memorial Rural Health Clinics,SARIMA,1,6.79,6.74,6.87,[468251.03 512017.25 523065.4 ],"[510120.2209201885, 487746.67920869763, 559378.115647028]",8.94,6.94,4.74
1786,Lodi Memorial Rural Health Clinics,SARIMA,2,6.32,14.94,9.73,[512017.25 523065.4  576982.26],"[475911.6978411316, 537839.8334031831, 465629.2694628832]",7.05,19.3,2.82
1787,Lodi Memorial Rural Health Clinics,SARIMA,3,7.51,8.15,11.1,[523065.4  576982.26 624560.53],"[549031.167542998, 476701.87189883355, 556091.2746355984]",4.96,10.96,17.38
1788,Lodi Memorial Rural Health Clinics,SARIMA,4,6.58,16.32,20.98,[576982.26 624560.53 565837.05],"[426096.8604907693, 532575.6728942487, 440969.94158577453]",26.15,22.07,14.73
1789,Lodi Memorial Rural Health Clinics,SARIMA,5,5.12,7.51,4.61,[624560.53 565837.05 502851.19],"[597105.2651869168, 580158.0420641465, 537493.0504139715]",4.4,6.89,2.53
1790,Lodi Memorial Rural Health Clinics,SARIMA,6,7.27,5.21,3.29,[565837.05 502851.19 621839.07],"[557114.1612467273, 529852.6509038429, 603481.944917799]",1.54,2.95,5.37
